NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
38,Saint Mary's,WCC,15.19,113.7,16,98.5,96,63.9,339,0.055,46,4.46,88,105.4,70,100.9,97,-0.32,188,8,26,8,0.7647058823529411
39,Wichita St.,Amer,15.19,105.6,117,90.4,8,69.5,101,0.041,78,4.78,81,103.7,109,98.9,66,-1.25,223,11,23,8,0.7419354838709677
40,Providence,BE,15.0,107.8,75,92.8,27,68.4,171,-0.008,205,8.85,35,106.7,37,97.8,37,-1.12,217,8,19,12,0.6129032258064516
41,Utah St.,MWC,14.92,109.5,49,94.6,48,67.4,229,0.034,94,3.09,100,105.0,81,101.9,122,1.55,124,11,26,8,0.7647058823529411
42,Virginia,ACC,14.22,99.3,234,85.1,1,59.4,353,0.109,6,6.93,60,105.6,63,98.7,57,-3.7,292,7,23,7,0.7666666666666667
44,Cincinnati,Amer,14.02,108.8,59,94.7,51,68.0,199,-0.013,220,6.52,65,104.4,94,97.9,39,3.6,64,12,20,10,0.6666666666666666
46,Richmond,A10,13.87,109.2,53,95.3,54,69.3,124,0.044,69,1.86,115,104.2,98,102.4,142,-0.95,211,11,24,7,0.7741935483870968
50,N.C. State,ACC,13.39,110.7,42,97.3,79,69.5,103,-0.02,236,7.04,59,105.4,73,98.3,50,-2.93,271,11,20,12,0.625
55,USC,P12,12.35,104.3,145,92.0,18,68.9,139,0.083,15,6.32,69,105.2,78,98.8,63,-1.48,229,9,22,9,0.7096774193548387
56,East Tennessee St.,SC,12.23,108.2,69,96.0,65,66.1,281,0.067,33,-1.96,201,103.0,129,105.0,273,-0.64,199,11,30,4,0.8823529411764706
58,Yale,Ivy,11.57,107.9,73,96.4,67,67.4,227,-0.026,253,0.22,143,102.1,179,101.9,120,3.64,63,12,23,7,0.7666666666666667
63,Arizona St.,P12,11.3,106.0,108,94.7,49,73.2,14,0.069,28,8.22,41,106.4,41,98.1,47,2.65,82,10,20,11,0.6451612903225806
76,Vermont,AE,10.1,106.5,98,96.4,68,66.3,273,-0.027,257,-5.44,280,98.7,319,104.2,234,1.8,110,13,26,7,0.7878787878787878
77,North Texas,CUSA,9.97,111.2,34,101.2,146,62.9,350,-0.032,268,1.92,113,102.5,152,100.6,93,6.11,28,13,20,11,0.6451612903225806
78,UCLA,P12,9.92,109.3,51,99.4,112,64.9,325,0.047,59,7.16,57,105.5,67,98.3,49,-0.73,202,11,19,12,0.6129032258064516
79,Liberty,ASun,9.68,106.1,107,96.4,69,61.5,352,0.023,119,-9.0,345,98.3,331,107.3,347,-5.13,322,12,30,4,0.8823529411764706
82,Akron,MAC,9.54,108.5,66,98.9,103,69.4,110,0.022,124,-1.21,180,101.3,224,102.5,151,-1.88,242,13,24,7,0.7741935483870968
91,New Mexico St.,WAC,8.14,107.6,80,99.4,113,63.5,343,0.06,42,-4.86,261,99.7,284,104.6,254,1.26,139,13,25,6,0.8064516129032258
100,Stephen F. Austin,Slnd,7.0,104.1,152,97.1,75,71.8,39,0.042,73,-8.13,338,98.6,325,106.7,337,0.55,162,12,28,3,0.9032258064516129
106,UC Irvine,BW,6.11,105.4,121,99.3,109,67.7,212,-0.064,319,-2.29,212,101.1,230,103.4,192,2.91,75,14,21,11,0.65625
107,Bradley,MVC,6.09,106.8,92,100.7,134,67.1,244,0.036,89,-0.51,161,101.6,209,102.2,129,-4.1,303,14,23,11,0.6764705882352942
108,Hofstra,CAA,6.06,108.7,62,102.6,187,67.9,202,0.064,39,-4.37,248,101.1,228,105.5,295,-4.39,308,14,26,8,0.7647058823529411
109,Belmont,OVC,6.02,106.5,97,100.5,132,70.5,65,0.012,155,-7.08,324,99.0,314,106.0,315,-2.73,262,14,26,7,0.7878787878787878
112,North Dakota St.,Sum,5.56,106.8,91,101.2,148,66.0,287,0.032,99,-3.91,239,101.8,193,105.7,308,-1.84,240,15,25,8,0.7575757575757576
124,Eastern Washington,BSky,4.32,105.4,120,101.1,142,73.1,18,0.121,4,-1.53,190,102.0,185,103.5,197,3.14,71,15,23,8,0.7419354838709677
129,Little Rock,SB,3.93,106.4,99,102.5,184,69.3,125,0.069,29,-0.59,162,102.1,180,102.7,156,1.35,134,15,21,10,0.6774193548387096
140,Winthrop,BSth,2.65,104.7,136,102.1,169,71.9,36,-0.044,292,-8.04,336,99.9,274,107.9,351,3.54,65,16,24,10,0.7058823529411765
144,Northern Kentucky,Horz,2.11,102.0,191,99.8,120,65.7,304,0.074,20,-5.16,270,100.0,267,105.2,279,-0.21,185,15,23,9,0.71875
145,Siena,MAAC,2.06,107.2,87,105.1,236,66.7,261,-0.001,189,-5.42,277,98.3,329,103.7,205,0.29,171,16,20,10,0.6666666666666666
159,Boston University,Pat,0.78,103.3,166,102.6,186,66.3,272,0.002,177,-4.98,264,100.6,245,105.6,300,0.04,180,16,21,13,0.6176470588235294
207,Robert Morris,NEC,-3.29,100.5,212,103.8,205,66.1,282,0.027,110,-6.38,308,99.7,279,106.1,319,1.65,118,16,20,14,0.5882352941176471
213,Prairie View A&M,SWAC,-4.16,96.3,282,100.5,131,70.7,61,-0.001,186,-7.97,333,96.3,348,104.3,243,9.36,11,16,19,13,0.59375
272,North Carolina Central,MEAC,-9.0,94.2,319,103.2,193,66.6,263,0.065,35,-8.95,344,97.3,340,106.3,326,6.55,25,16,18,13,0.5806451612903226
