NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
24,Arizona,P10,19.43,119.5,5,100.1,90,68.3,73,-0.009,203,12.2,2,110.4,8,98.2,2,10.23,14,8,20,11,0.6451612903225806
25,Texas,B12,19.24,119.5,6,100.3,92,67.6,90,-0.008,197,7.56,51,108.1,53,100.6,47,-2.0,205,4,25,10,0.7142857142857143
27,Washington St.,P10,18.87,111.7,64,92.8,16,60.0,322,0.004,170,6.79,61,107.6,64,100.9,55,-4.96,279,3,26,8,0.7647058823529411
28,Creighton,MVC,18.53,113.8,36,95.3,35,62.7,289,-0.023,236,8.84,32,108.3,49,99.4,8,4.1,66,10,22,11,0.6666666666666666
30,Purdue,B10,18.31,110.7,74,92.4,15,66.5,131,0.002,175,9.37,25,109.8,15,100.4,41,1.08,128,9,22,12,0.6470588235294118
31,Tennessee,SEC,18.29,115.9,22,97.6,55,71.3,19,0.035,88,10.57,7,110.3,9,99.8,17,1.81,105,5,24,11,0.6857142857142857
32,Xavier,A10,18.13,117.3,12,99.2,78,66.2,151,-0.047,280,2.83,108,106.5,96,103.6,126,3.4,77,9,25,9,0.7352941176470589
36,Illinois,B10,17.5,107.3,116,89.8,5,62.0,300,-0.017,220,8.06,41,108.4,44,100.4,39,-0.2,156,12,23,12,0.6571428571428571
37,Virginia Tech,ACC,17.38,112.4,54,95.0,31,63.7,252,-0.004,187,9.85,16,109.9,13,100.1,26,0.79,135,5,22,12,0.6470588235294118
38,Marquette,BE,17.18,111.8,62,94.6,30,67.6,93,0.009,156,7.59,50,108.3,46,100.7,51,-4.27,256,8,24,10,0.7058823529411765
39,USC,P10,16.86,111.0,72,94.2,26,67.1,111,0.016,143,8.26,39,108.3,51,100.0,23,-6.62,307,5,25,12,0.6756756756756757
41,UNLV,MWC,16.83,112.6,51,95.8,40,65.2,190,0.098,14,5.61,75,109.1,32,103.5,123,2.29,93,7,30,7,0.8108108108108109
42,Arkansas,SEC,16.62,110.6,77,93.9,25,66.1,156,-0.021,233,10.1,13,110.3,10,100.2,32,1.28,119,12,21,14,0.6
43,Vanderbilt,SEC,16.23,115.7,24,99.4,79,66.6,126,0.008,160,9.34,26,109.5,22,100.2,30,-2.74,220,6,22,12,0.6470588235294118
44,Boston College,ACC,16.18,117.3,13,101.1,107,64.3,226,0.026,118,10.36,11,110.7,5,100.4,38,-2.41,210,7,21,12,0.6363636363636364
46,BYU,MWC,16.11,116.7,17,100.6,97,67.6,95,0.001,176,4.24,88,106.8,86,102.5,100,-0.3,158,8,25,9,0.7352941176470589
47,Nevada,WAC,16.09,117.2,14,101.2,109,66.3,139,0.03,105,1.98,121,104.2,161,102.2,94,1.53,110,7,29,5,0.8529411764705882
48,Virginia,ACC,15.43,114.1,35,98.7,71,67.9,83,0.006,164,8.27,38,109.2,28,100.9,58,-4.35,259,4,21,11,0.65625
49,Gonzaga,WCC,15.31,115.3,30,100.0,87,67.1,113,-0.032,262,4.15,89,106.7,89,102.5,99,9.52,19,10,23,11,0.6764705882352942
51,Winthrop,BSth,14.81,112.9,48,98.0,60,61.9,301,0.055,51,-2.71,191,103.1,197,105.8,199,15.06,3,11,29,5,0.8529411764705882
52,VCU,CAA,14.55,116.6,18,102.0,124,65.5,178,0.002,174,0.2,150,104.2,162,104.0,143,0.25,149,11,28,7,0.8
61,Davidson,SC,13.32,111.8,61,98.5,66,71.9,14,0.067,33,-1.7,182,103.2,193,104.9,168,4.64,55,13,29,5,0.8529411764705882
64,Old Dominion,CAA,12.7,108.6,99,95.9,41,65.8,161,0.013,153,0.84,141,105.6,119,104.8,165,0.64,140,12,24,9,0.7272727272727273
66,Stanford,P10,12.37,109.7,86,97.3,52,65.9,160,0.028,112,9.5,23,109.2,29,99.7,15,-0.33,159,11,18,13,0.5806451612903226
71,Texas Tech,B12,10.98,112.2,57,101.3,110,64.9,205,0.056,47,7.79,46,108.3,48,100.5,45,2.29,94,10,21,13,0.6176470588235294
87,Miami OH,MAC,8.38,105.7,141,97.4,53,58.1,330,-0.024,240,4.09,90,106.2,103,102.1,89,6.44,36,14,18,15,0.5454545454545454
88,Oral Roberts,MCon,8.36,107.1,123,98.7,74,66.5,130,-0.007,194,-0.93,170,104.9,139,105.8,201,4.23,65,14,23,11,0.6764705882352942
91,Texas A&M Corpus Chris,Slnd,7.76,114.1,34,106.4,200,68.1,78,0.057,45,-5.12,248,100.8,278,105.9,208,2.12,97,15,26,7,0.7878787878787878
92,Penn,Ivy,7.69,109.8,85,102.1,125,67.9,82,0.047,68,-2.74,192,102.5,213,105.3,178,1.14,127,14,22,9,0.7096774193548387
93,Holy Cross,Pat,7.4,103.0,186,95.6,39,62.5,293,0.025,119,-3.7,213,101.5,254,105.2,175,0.98,130,13,25,9,0.7352941176470589
95,George Washington,A10,7.28,105.0,153,97.7,58,66.9,117,0.089,20,-0.57,163,104.7,146,105.3,180,-5.16,283,11,23,9,0.71875
96,New Mexico St.,WAC,7.27,108.3,101,101.1,105,69.7,39,0.035,87,-0.3,158,104.2,159,104.5,161,-3.75,247,13,25,9,0.7352941176470589
100,Wright St.,Horz,6.66,104.5,165,97.8,59,63.0,281,0.137,2,0.23,148,105.7,118,105.5,187,-2.57,215,14,23,10,0.696969696969697
113,Long Beach St.,BW,5.44,112.2,58,106.8,210,71.0,22,0.11,5,-3.34,203,102.0,236,105.4,182,-2.96,228,12,24,8,0.75
121,Belmont,ASun,4.38,106.6,132,102.2,129,66.1,155,0.022,125,-6.74,286,100.0,304,106.8,246,2.22,96,15,23,10,0.696969696969697
138,Albany,AE,2.25,107.4,113,105.2,175,63.7,250,0.109,6,-3.47,206,102.4,217,105.9,207,0.94,131,13,23,10,0.696969696969697
162,North Texas,SB,-0.98,103.0,187,104.0,154,69.1,55,0.034,92,-6.4,282,102.2,224,108.6,319,-2.88,225,15,23,11,0.6764705882352942
177,Central Connecticut,NEC,-2.24,104.1,169,106.3,198,63.3,266,0.06,42,-8.44,314,100.4,294,108.8,324,-5.1,281,16,22,12,0.6470588235294118
182,Eastern Kentucky,OVC,-2.58,102.7,191,105.3,177,61.3,309,0.078,23,-6.17,277,101.8,245,107.9,307,6.66,34,16,21,12,0.6363636363636364
184,Weber St.,BSky,-2.71,102.1,203,104.8,168,65.2,191,0.098,13,-3.46,205,104.8,143,108.3,314,1.83,104,15,20,12,0.625
186,Niagara,MAAC,-2.76,107.2,119,110.0,271,68.3,72,0.118,3,-6.17,276,101.3,260,107.5,278,-5.19,284,16,23,12,0.6571428571428571
251,Jackson St.,SWAC,-9.48,100.2,230,109.7,262,69.7,40,0.14,1,-10.16,321,95.6,331,105.8,200,7.09,32,16,21,14,0.6
254,Florida A&M,MEAC,-9.57,100.6,225,110.2,276,67.6,96,0.104,8,-10.39,323,97.7,322,108.0,312,10.61,13,16,21,14,0.6
