NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
20,Memphis,Amer,18.53,114.6,26,96.1,38,71.1,22,-0.051,294,7.27,60,108.2,64,101.0,56,5.98,26,8,26,9,0.7428571428571429
21,Kansas St.,B12,18.51,113.5,37,95.0,27,70.1,42,0.035,90,10.35,18,109.2,39,98.8,5,-3.05,256,3,26,10,0.7222222222222222
22,Arkansas,SEC,18.05,112.1,54,94.0,17,69.6,49,-0.042,280,10.29,20,109.7,25,99.4,16,3.24,74,8,22,14,0.6111111111111112
23,Maryland,B10,17.99,113.5,36,95.6,32,64.2,326,-0.023,249,8.94,34,109.5,34,100.5,49,-3.9,278,8,22,13,0.6285714285714286
24,Miami FL,ACC,17.94,119.1,6,101.2,99,68.8,97,0.027,108,7.3,59,108.8,46,101.5,62,-2.67,245,5,29,8,0.7837837837837838
25,TCU,B12,17.78,112.1,53,94.3,23,69.7,48,-0.036,273,10.71,12,109.7,24,99.0,7,-7.52,339,6,22,13,0.6285714285714286
26,Michigan St.,B10,17.61,114.2,27,96.6,42,64.7,306,0.011,160,12.57,3,112.1,1,99.5,17,5.45,36,7,21,13,0.6176470588235294
27,Kentucky,SEC,17.4,116.2,17,98.8,68,65.8,256,-0.019,239,8.52,42,109.1,44,100.5,48,0.53,142,6,22,12,0.6470588235294118
28,Utah St.,MWC,17.39,116.3,16,98.9,70,68.6,111,0.006,169,6.84,65,108.4,59,101.5,63,2.87,83,10,26,9,0.7428571428571429
29,Iowa St.,B12,17.04,108.1,114,91.0,8,64.1,328,-0.033,268,12.56,4,112.1,2,99.5,18,-1.36,198,6,19,14,0.5757575757575758
30,Indiana,B10,17.03,114.2,28,97.2,45,67.8,145,0.022,125,10.69,13,110.5,7,99.9,28,-3.56,266,4,23,12,0.6571428571428571
32,Auburn,SEC,16.77,112.5,46,95.7,33,67.6,160,-0.018,236,9.68,26,109.4,35,99.7,22,3.38,71,9,21,13,0.6176470588235294
33,Texas A&M,SEC,16.71,113.7,34,97.0,44,65.9,245,0.045,74,7.3,58,108.3,60,101.0,58,-2.99,253,7,25,10,0.7142857142857143
34,Virginia,ACC,16.37,110.8,72,94.5,25,61.5,360,0.027,113,5.73,76,108.4,57,102.7,82,1.52,108,4,25,8,0.7575757575757576
35,Illinois,B10,16.22,111.1,68,94.9,26,69.5,58,-0.053,296,8.8,36,109.1,43,100.3,40,-6.42,324,9,20,13,0.6060606060606061
36,Penn St.,B10,16.04,117.2,13,101.1,96,64.3,320,-0.003,204,10.08,24,109.5,33,99.4,15,-4.9,304,10,23,14,0.6216216216216216
37,Boise St.,MWC,15.85,110.9,71,95.1,28,66.2,223,0.006,170,6.85,64,108.7,47,101.8,69,0.93,132,10,24,10,0.7058823529411765
38,Northwestern,B10,15.59,109.9,88,94.3,22,64.4,315,0.025,117,9.29,31,109.3,37,100.1,33,-4.28,291,7,22,12,0.6470588235294118
40,Providence,BE,15.39,116.2,18,100.8,92,66.7,202,-0.018,237,7.6,53,108.6,53,101.0,55,-8.75,352,11,21,12,0.6363636363636364
41,Iowa,B10,15.39,120.0,4,104.6,168,69.5,63,-0.051,295,9.75,25,108.8,45,99.1,8,-2.45,239,8,19,14,0.5757575757575758
45,USC,P12,14.85,112.3,49,97.5,49,68.0,140,0.013,149,7.6,52,107.2,93,99.6,19,1.15,125,10,22,11,0.6666666666666666
52,N.C. State,ACC,13.55,113.6,35,100.0,82,69.0,91,0.02,131,5.5,78,108.5,54,103.0,93,-5.02,306,11,23,11,0.6764705882352942
53,Mississippi St.,SEC,13.49,104.8,176,91.4,9,63.6,336,-0.008,213,6.98,63,108.0,70,101.0,59,-3.89,277,11,21,13,0.6176470588235294
55,Arizona St.,P12,13.26,109.0,101,95.8,35,68.1,137,0.047,69,8.4,43,108.4,56,100.0,32,0.78,135,11,23,13,0.6388888888888888
57,Missouri,SEC,13.07,118.3,9,105.3,180,68.7,102,0.107,10,7.33,56,107.7,80,100.3,41,-5.09,308,7,25,10,0.7142857142857143
59,Pittsburgh,ACC,12.86,114.2,29,101.3,103,67.3,171,0.031,98,5.1,81,108.2,66,103.1,95,-2.73,249,11,24,12,0.6666666666666666
60,VCU,A10,12.84,106.6,144,93.8,15,67.9,142,0.02,130,0.79,129,105.0,151,104.2,122,-1.77,209,12,27,8,0.7714285714285715
62,Nevada,MWC,12.74,111.8,58,99.1,71,65.9,246,0.033,92,6.98,62,108.6,50,101.7,66,3.34,72,11,22,11,0.6666666666666666
69,Drake,MVC,11.9,108.4,108,96.5,40,66.3,220,0.015,144,-1.77,191,103.9,205,105.7,188,-2.18,230,12,27,8,0.7714285714285715
71,Charleston,CAA,11.85,110.6,78,98.7,67,70.8,29,0.041,79,-5.28,292,102.2,288,107.5,284,-2.34,237,12,31,4,0.8857142857142857
72,Oral Roberts,Sum,11.65,113.9,32,102.2,116,70.2,40,0.11,9,-4.02,259,103.8,218,107.8,299,7.06,15,12,30,5,0.8571428571428571
76,Iona,MAAC,11.35,110.7,76,99.4,74,68.7,103,0.012,155,-3.28,236,102.6,277,105.9,198,4.03,55,13,27,8,0.7714285714285715
78,Kent St.,MAC,11.2,107.7,121,96.5,41,67.7,154,0.019,138,-1.35,179,106.1,113,107.4,279,3.04,79,13,28,7,0.8
88,Louisiana,SB,8.51,111.4,61,102.9,130,68.3,124,0.06,53,0.03,140,104.0,201,104.0,116,0.04,158,13,26,8,0.7647058823529411
91,Princeton,Ivy,8.04,109.5,97,101.5,105,66.9,187,0.027,114,-0.43,149,104.6,168,105.0,157,-4.86,301,15,23,9,0.71875
92,Furman,SC,8.01,113.5,38,105.5,184,68.3,129,0.035,91,-3.5,241,103.9,206,107.4,278,-2.32,235,13,28,8,0.7777777777777778
108,Grand Canyon,WAC,5.88,111.9,57,106.1,198,65.0,293,0.039,81,1.23,125,104.8,158,103.5,104,-0.46,173,14,24,12,0.6666666666666666
112,UC Santa Barbara,BW,5.68,110.3,83,104.6,167,64.7,305,0.072,39,-2.53,214,102.7,271,105.2,169,-3.31,261,14,27,8,0.7714285714285715
113,Montana St.,BSky,5.49,105.1,169,99.6,77,66.3,221,0.076,34,-0.89,161,106.0,117,106.8,246,4.17,54,14,25,10,0.7142857142857143
114,Vermont,AE,5.33,109.5,95,104.2,155,64.4,318,0.049,68,-3.01,228,103.5,233,106.5,228,5.54,34,15,23,11,0.6764705882352942
115,Colgate,Pat,5.24,112.7,43,107.5,233,67.5,164,0.015,143,-6.95,323,100.9,331,107.8,297,-1.23,195,15,26,9,0.7428571428571429
123,Kennesaw St.,ASun,4.04,105.9,154,101.8,110,68.4,121,0.131,5,-1.05,170,105.2,138,106.3,213,4.64,47,14,26,9,0.7428571428571429
148,UNC Asheville,BSth,1.22,104.0,195,102.7,126,68.3,125,0.18,1,-4.62,272,102.7,270,107.3,275,-0.7,180,15,27,8,0.7714285714285715
160,Northern Kentucky,Horz,0.65,102.8,222,102.2,115,62.0,356,0.046,72,-3.56,243,104.3,183,107.9,303,4.03,56,16,22,13,0.6285714285714286
176,Texas A&M Corpus Chris,Slnd,-0.48,107.1,135,107.6,235,69.0,88,0.031,97,-8.63,347,100.9,327,109.6,349,1.13,127,16,24,11,0.6857142857142857
218,Howard,MEAC,-3.38,103.5,204,106.9,218,69.0,87,0.096,14,-5.6,299,101.3,317,106.9,251,-0.01,159,16,22,13,0.6285714285714286
257,Southeast Missouri St.,OVC,-7.21,100.5,270,107.7,236,72.3,7,0.015,145,-7.68,334,101.2,320,108.9,339,0.52,143,16,19,17,0.5277777777777778
265,Fairleigh Dickinson,NEC,-8.36,106.7,143,115.1,349,68.7,106,0.011,159,-12.02,360,97.2,362,109.2,346,-7.05,329,16,21,16,0.5675675675675675
305,Texas Southern,SWAC,-11.16,95.4,337,106.6,207,69.1,76,0.028,107,-5.47,297,100.5,337,106.0,200,10.37,5,16,14,21,0.4
