NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
49,Belmont,OVC,14.09,115.6,18,101.5,117,71.3,34,0.025,113,-1.98,194,103.6,183,105.6,198,3.78,63,11,27,6,0.8181818181818182
50,Mississippi,SEC,13.98,113.2,33,99.2,80,68.5,131,-0.007,203,8.69,43,109.1,38,100.4,49,-1.11,191,8,20,13,0.6060606060606061
51,Murray St.,OVC,13.83,112.5,41,98.6,73,69.4,89,0.054,54,-3.32,233,103.1,222,106.4,228,-1.13,192,12,28,5,0.8484848484848485
53,New Mexico St.,WAC,13.62,113.0,35,99.3,84,65.9,269,0.042,79,-3.44,236,102.8,235,106.2,222,-3.22,254,12,30,5,0.8571428571428571
57,Arizona St.,P12,11.55,109.7,73,98.2,64,70.8,47,0.051,59,5.56,65,107.3,64,101.7,66,1.55,112,11,23,11,0.6764705882352942
58,Liberty,ASun,11.54,111.1,54,99.6,87,62.3,349,0.009,158,-3.27,230,102.5,245,105.8,203,-3.2,252,12,29,7,0.8055555555555556
60,Seton Hall,BE,11.5,109.0,87,97.5,60,69.1,100,0.023,120,8.54,44,109.2,36,100.7,52,3.58,68,10,20,14,0.5882352941176471
69,Temple,Amer,9.72,109.2,80,99.5,85,68.9,110,0.064,35,4.55,74,106.3,77,101.8,68,-1.07,188,11,23,10,0.696969696969697
73,UC Irvine,BW,9.16,107.4,118,98.2,65,65.3,293,0.11,8,-3.28,231,102.5,243,105.8,204,1.25,117,13,31,6,0.8378378378378378
76,Vermont,AE,8.86,108.5,97,99.6,88,65.5,285,0.043,77,-5.55,281,100.7,311,106.2,221,3.2,85,13,27,7,0.7941176470588235
77,Yale,Ivy,8.79,111.6,51,102.8,141,71.0,41,0.041,80,-1.1,167,103.0,224,104.2,140,-2.09,222,14,22,8,0.7333333333333333
88,St. John's,BE,7.61,108.6,92,101.0,106,70.8,46,0.06,44,5.0,68,106.9,70,101.9,71,-6.49,330,11,21,13,0.6176470588235294
89,Northeastern,CAA,7.59,111.0,58,103.4,151,66.2,253,0.05,61,-0.63,157,106.3,78,106.9,259,6.45,23,13,23,11,0.6764705882352942
96,Northern Kentucky,Horz,7.14,109.4,76,102.3,130,68.2,143,-0.001,182,-3.37,234,103.6,186,107.0,262,-2.57,235,14,26,9,0.7428571428571429
106,Saint Louis,A10,6.02,102.2,214,96.2,40,66.4,239,0.044,74,0.49,126,104.4,150,103.9,129,-1.44,200,13,23,13,0.6388888888888888
113,Old Dominion,CUSA,5.45,101.4,238,96.0,38,64.5,324,0.058,49,-2.15,203,102.5,244,104.7,165,-6.06,322,14,26,9,0.7428571428571429
124,Georgia St.,SB,4.85,107.7,111,102.8,143,70.0,69,0.143,2,1.09,115,105.2,121,104.1,137,3.5,70,14,24,10,0.7058823529411765
126,Colgate,Pat,4.6,110.5,60,105.9,201,66.4,237,0.012,148,-3.83,250,102.4,254,106.3,223,0.84,131,15,24,11,0.6857142857142857
137,Montana,BSky,3.53,107.4,114,103.9,155,66.9,220,0.059,45,-6.07,288,102.4,259,108.4,328,4.03,58,15,26,9,0.7428571428571429
152,Abilene Christian,Slnd,1.35,103.4,196,102.0,121,66.1,256,0.123,5,-8.67,341,100.0,326,108.7,336,-4.75,295,15,27,7,0.7941176470588235
161,Bradley,MVC,0.09,101.5,234,101.4,113,65.3,292,0.035,93,-1.66,183,102.6,242,104.3,147,-3.94,272,15,20,15,0.5714285714285714
163,Gardner Webb,BSth,-0.04,107.8,109,107.8,245,67.4,189,0.07,29,-3.55,239,103.2,210,106.8,248,-4.07,278,16,23,12,0.6571428571428571
198,Iona,MAAC,-2.88,106.9,129,109.7,276,70.6,51,-0.024,245,-6.27,290,100.5,314,106.8,251,0.44,144,16,17,16,0.5151515151515151
202,North Dakota St.,Sum,-3.2,107.4,117,110.6,292,65.0,312,0.064,34,-2.85,217,104.8,138,107.6,292,3.23,84,16,19,16,0.5428571428571428
209,Prairie View A&M,SWAC,-4.13,102.1,219,106.2,210,71.1,38,0.061,39,-7.85,331,98.8,343,106.7,243,6.15,26,16,22,13,0.6285714285714286
211,Fairleigh Dickinson,NEC,-4.22,106.5,139,110.7,295,66.8,223,0.04,81,-8.16,338,99.5,335,107.7,296,-1.86,215,16,21,14,0.6
303,North Carolina Central,MEAC,-11.55,97.8,295,109.3,267,65.3,291,-0.008,206,-11.84,352,97.0,353,108.9,343,1.19,120,16,18,16,0.5294117647058824
