NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
41,Stephen F. Austin,Slnd,15.62,112.2,57,96.6,38,67.3,217,0.007,159,-5.88,286,102.7,251,108.6,321,4.79,42,14,28,6,0.8235294117647058
43,Saint Joseph's,A10,15.37,114.3,32,98.9,63,70.2,78,0.03,95,4.66,80,107.0,85,102.3,82,1.97,109,8,28,8,0.7777777777777778
44,Providence,BE,14.49,110.0,92,95.5,28,68.4,150,0.062,42,8.93,36,109.5,39,100.6,32,-3.13,259,9,24,11,0.6857142857142857
47,Yale,Ivy,14.33,110.4,88,96.0,34,66.0,275,0.026,105,-0.85,169,105.5,122,106.4,209,-1.0,193,12,23,7,0.7666666666666667
49,USC,P12,14.25,113.9,35,99.7,80,71.0,54,-0.028,251,7.61,53,108.7,57,101.1,46,-1.65,211,8,21,13,0.6176470588235294
50,Michigan,B10,14.15,114.6,30,100.5,92,65.8,289,0.013,146,8.96,35,110.1,29,101.1,48,-2.15,226,11,23,13,0.6388888888888888
54,Texas Tech,B12,13.78,113.2,46,99.4,72,66.0,273,0.028,101,10.66,15,110.4,22,99.7,8,0.62,151,8,19,13,0.59375
56,Arkansas Little Rock,SB,13.24,109.2,98,96.0,33,63.4,342,0.056,52,-0.77,167,104.2,188,104.9,155,-0.2,171,12,30,5,0.8571428571428571
57,Colorado,P12,12.91,108.8,100,95.9,31,69.0,120,0.015,136,7.51,54,109.5,37,102.0,74,-2.15,227,8,22,12,0.6470588235294118
59,Dayton,A10,12.63,106.6,146,94.0,15,67.8,183,0.082,28,3.89,86,107.3,75,103.4,109,2.58,91,7,25,8,0.7575757575757576
60,Hawaii,BW,12.16,108.2,112,96.1,35,70.6,58,0.013,142,-2.32,204,102.5,258,104.9,149,-8.92,341,13,28,6,0.8235294117647058
64,Oregon St.,P12,11.65,110.7,77,99.1,66,67.1,229,0.043,78,9.61,24,109.8,32,100.2,17,0.46,155,7,19,13,0.59375
65,Tulsa,Amer,11.5,111.2,69,99.7,79,68.4,149,-0.003,181,5.54,76,107.0,84,101.4,60,1.46,127,11,20,12,0.625
67,Northern Iowa,MVC,11.13,109.6,94,98.5,56,62.9,346,0.013,148,4.8,79,106.1,107,101.3,53,7.57,17,11,23,13,0.6388888888888888
80,South Dakota St.,Sum,9.57,111.4,66,101.8,117,68.3,157,0.004,168,-0.23,155,104.6,168,104.8,146,1.91,113,12,26,8,0.7647058823529411
83,UNC Wilmington,CAA,9.21,110.7,79,101.5,110,70.3,73,0.033,93,0.85,132,105.7,115,104.9,151,-3.9,271,13,25,8,0.7575757575757576
86,Temple,Amer,8.82,107.0,139,98.1,52,65.9,283,0.095,17,6.33,67,107.8,69,101.5,61,3.7,63,10,21,12,0.6363636363636364
94,Stony Brook,AE,8.13,107.3,132,99.1,67,67.2,228,0.049,63,-5.6,280,103.3,232,108.9,329,4.38,49,13,26,7,0.7878787878787878
104,Iona,MAAC,7.13,110.5,84,103.4,145,71.9,33,-0.005,190,-1.78,194,103.7,207,105.5,174,5.71,29,13,22,11,0.6666666666666666
108,Fresno St.,MWC,6.63,107.4,127,100.8,99,69.0,121,0.085,23,1.65,121,105.3,135,103.7,114,-2.89,244,14,25,10,0.7142857142857143
109,Chattanooga,SC,6.5,107.5,126,101.0,104,66.3,260,0.132,4,-3.18,219,104.4,174,107.6,274,-0.04,167,12,29,6,0.8285714285714286
110,Cal St. Bakersfield,WAC,6.26,104.0,181,97.8,50,67.6,201,-0.003,179,-6.5,302,100.6,316,107.1,242,-2.99,249,15,24,9,0.7272727272727273
119,Middle Tennessee,CUSA,4.76,104.6,173,99.9,85,67.6,200,0.088,21,-0.58,162,105.5,119,106.1,201,2.11,104,15,25,10,0.7142857142857143
127,Green Bay,Horz,3.74,108.3,111,104.6,172,76.2,6,0.057,51,0.11,146,104.4,180,104.3,133,1.92,110,14,23,13,0.6388888888888888
131,UNC Asheville,BSth,3.44,103.6,188,100.1,89,70.1,81,-0.008,197,-4.12,248,103.4,222,107.5,264,2.64,89,15,22,12,0.6470588235294118
138,Buffalo,MAC,2.95,105.9,158,102.9,134,72.1,27,0.044,76,0.97,131,106.5,95,105.6,177,2.0,107,14,20,15,0.5714285714285714
142,Weber St.,BSky,2.45,103.4,191,100.9,102,66.8,243,0.019,124,-5.67,282,103.3,228,109.0,333,1.16,137,15,26,9,0.7428571428571429
162,Florida Gulf Coast,ASun,-0.08,103.6,189,103.7,148,67.0,240,-0.038,274,-5.83,285,104.1,191,110.0,349,-1.87,219,16,21,14,0.6
217,Austin Peay,OVC,-5.1,104.5,176,109.6,266,69.5,101,0.061,43,-2.92,213,105.1,149,108.0,292,-0.19,170,16,18,18,0.5
229,Southern,SWAC,-5.75,100.5,248,106.3,198,68.9,126,0.04,83,-8.52,332,99.1,340,107.6,273,3.49,70,16,22,13,0.6285714285714286
248,Hampton,MEAC,-7.4,99.8,266,107.2,216,71.2,50,0.157,2,-9.75,341,98.9,342,108.7,325,1.91,112,16,21,11,0.65625
280,Fairleigh Dickinson,NEC,-10.63,104.4,177,115.0,334,71.5,43,0.097,16,-9.44,338,98.7,345,108.1,299,-0.17,169,16,18,15,0.5454545454545454
285,Holy Cross,Pat,-11.39,97.1,307,108.5,241,63.6,339,0.065,39,-6.09,290,101.9,288,108.0,294,-6.27,313,16,15,20,0.42857142857142855
