ID,Round,Team1,Team2,Team1 Score,Team2 Score,Winner
1,1,Saint Joseph's,Liberty,82,63,Saint Joseph's
2,1,Texas Tech,Charlotte,76,73,Texas Tech
3,1,Manhattan,Florida,75,60,Manhattan
4,1,Wake Forest,VCU,79,78,Wake Forest
5,1,Wisconsin,Richmond,76,64,Wisconsin
6,1,Pittsburgh,UCF,53,44,Pittsburgh
7,1,Memphis,South Carolina,59,43,Memphis
8,1,Oklahoma St.,Eastern Washington,75,56,Oklahoma St.
9,1,Kentucky,Florida A&M,96,76,Kentucky
10,1,UAB,Washington,102,100,UAB
11,1,Pacific,Providence,66,58,Pacific
12,1,Kansas,Illinois Chicago,78,53,Kansas
13,1,Boston College,Utah,58,51,Boston College
14,1,Georgia Tech,Northern Iowa,65,60,Georgia Tech
15,1,Nevada,Michigan St.,72,66,Nevada
16,1,Gonzaga,Valparaiso,76,49,Gonzaga
17,1,Duke,Alabama St.,96,61,Duke
18,1,Seton Hall,Arizona,80,76,Seton Hall
19,1,Illinois,Murray St.,72,53,Illinois
20,1,Cincinnati,East Tennessee St.,80,77,Cincinnati
21,1,North Carolina,Air Force,63,52,North Carolina
22,1,Texas,Princeton,66,49,Texas
23,1,Xavier,Louisville,80,70,Xavier
24,1,Mississippi St.,Monmouth,85,52,Mississippi St.
25,1,Stanford,UTSA,71,45,Stanford
26,1,Alabama,Southern Illinois,65,64,Alabama
27,1,Syracuse,BYU,80,75,Syracuse
28,1,Maryland,UTEP,86,83,Maryland
29,1,Vanderbilt,Western Michigan,71,58,Vanderbilt
30,1,N.C. State,Louisiana Lafayette,61,52,N.C. State
31,1,DePaul,Dayton,76,69,DePaul
32,1,Connecticut,Vermont,70,53,Connecticut
33,2,Saint Joseph's,Texas Tech,70,65,Saint Joseph's
34,2,Wake Forest,Manhattan,84,80,Wake Forest
35,2,Pittsburgh,Wisconsin,59,55,Pittsburgh
36,2,Oklahoma St.,Memphis,70,53,Oklahoma St.
37,2,UAB,Kentucky,76,75,UAB
38,2,Kansas,Pacific,78,63,Kansas
39,2,Georgia Tech,Boston College,57,54,Georgia Tech
40,2,Nevada,Gonzaga,91,72,Nevada
41,2,Duke,Seton Hall,90,62,Duke
42,2,Illinois,Cincinnati,92,68,Illinois
43,2,Texas,North Carolina,78,75,Texas
44,2,Xavier,Mississippi St.,89,74,Xavier
45,2,Alabama,Stanford,70,67,Alabama
46,2,Syracuse,Maryland,72,70,Syracuse
47,2,Vanderbilt,N.C. State,75,73,Vanderbilt
48,2,Connecticut,DePaul,72,55,Connecticut
49,3,Saint Joseph's,Wake Forest,84,80,Saint Joseph's
50,3,Oklahoma St.,Pittsburgh,63,51,Oklahoma St.
51,3,Kansas,UAB,100,74,Kansas
52,3,Georgia Tech,Nevada,72,67,Georgia Tech
53,3,Duke,Illinois,72,62,Duke
54,3,Xavier,Texas,79,71,Xavier
55,3,Alabama,Syracuse,80,71,Alabama
56,3,Connecticut,Vanderbilt,73,53,Connecticut
57,4,Oklahoma St.,Saint Joseph's,64,62,Oklahoma St.
58,4,Georgia Tech,Kansas,79,71,Georgia Tech
59,4,Duke,Xavier,66,63,Duke
60,4,Connecticut,Alabama,87,71,Connecticut
61,5,Georgia Tech,Oklahoma St.,67,65,Georgia Tech
62,5,Connecticut,Duke,79,78,Connecticut
63,6,Connecticut,Georgia Tech,82,73,Connecticut
