NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
18,Arizona,P12,23.31,118.4,15,95.1,29,66.0,277,0.046,66,7.13,59,108.7,56,101.5,60,1.69,107,2,32,5,0.8648648648648649
19,Purdue,B10,23.12,117.0,24,93.9,23,69.1,113,0.016,142,9.0,38,109.6,39,100.6,42,-2.38,224,4,27,8,0.7714285714285715
20,Michigan,B10,23.05,122.3,4,99.2,69,63.1,338,-0.025,252,10.76,23,110.3,26,99.5,18,-0.53,170,7,26,12,0.6842105263157895
21,Wisconsin,B10,22.99,115.1,33,92.1,9,63.4,334,-0.003,193,10.0,29,110.6,22,100.6,38,-1.29,193,8,27,10,0.7297297297297297
22,Oklahoma St.,B12,22.48,126.0,1,103.5,155,70.4,66,-0.071,324,14.42,1,112.0,5,97.6,1,3.07,67,10,20,13,0.6060606060606061
23,Cincinnati,Amer,22.18,114.9,34,92.8,15,63.5,330,0.026,116,4.17,80,107.1,75,103.0,94,-0.47,167,6,30,6,0.8333333333333334
24,South Carolina,SEC,20.8,108.9,91,88.1,3,68.6,145,-0.005,197,10.63,24,110.2,31,99.5,17,1.93,96,7,26,11,0.7027027027027027
25,Butler,BE,20.76,117.7,20,97.0,49,65.9,278,0.002,185,10.81,22,110.8,17,100.0,25,5.12,40,4,25,9,0.7352941176470589
26,Florida St.,ACC,20.06,115.5,31,95.5,31,71.3,41,0.039,78,8.82,40,110.6,19,101.8,68,-3.95,272,3,26,9,0.7428571428571429
27,Notre Dame,ACC,19.74,118.1,18,98.4,61,67.0,236,0.024,120,10.24,28,110.1,35,99.8,23,-3.85,270,5,26,10,0.7222222222222222
28,Creighton,BE,18.83,115.3,32,96.5,46,71.2,45,0.004,181,8.97,39,110.3,27,101.3,57,-1.24,192,6,25,10,0.7142857142857143
30,Kansas St.,B12,17.44,113.0,42,95.6,33,66.2,268,-0.029,256,11.56,11,110.6,20,99.0,11,-5.31,305,11,21,14,0.6
31,Xavier,BE,16.7,115.7,29,99.0,67,67.2,223,0.044,71,11.73,9,111.2,9,99.5,16,5.32,38,11,24,14,0.631578947368421
32,Marquette,BE,16.58,120.8,8,104.2,165,70.1,75,-0.058,311,9.03,37,109.1,50,100.1,27,-2.16,219,10,19,13,0.59375
33,Vanderbilt,SEC,16.53,112.4,48,95.9,38,65.8,285,-0.048,292,11.43,13,110.1,33,98.7,7,6.3,32,9,19,16,0.5428571428571428
34,Rhode Island,A10,16.26,111.5,57,95.2,30,66.4,262,-0.033,267,4.27,78,106.8,79,102.5,79,1.62,113,11,25,10,0.7142857142857143
35,Arkansas,SEC,16.25,116.1,28,99.8,76,69.7,87,0.086,9,8.37,45,108.6,59,100.2,28,-1.55,202,8,26,10,0.7222222222222222
36,Wake Forest,ACC,16.25,120.9,7,104.7,176,70.7,57,-0.043,290,10.54,25,111.1,12,100.6,39,4.51,45,11,19,14,0.5757575757575758
37,Minnesota,B10,16.0,109.7,77,93.7,22,69.5,98,0.022,127,8.09,49,108.9,52,100.8,45,-1.81,209,5,24,10,0.7058823529411765
38,Northwestern,B10,15.81,111.3,59,95.5,32,65.6,292,0.019,135,8.32,46,109.0,51,100.7,43,-3.23,249,8,24,12,0.6666666666666666
39,Dayton,A10,15.57,111.9,53,96.3,43,68.4,163,-0.021,235,3.64,82,105.9,90,102.3,75,2.53,77,7,24,8,0.75
40,Michigan St.,B10,15.51,111.4,58,95.9,37,66.9,241,-0.011,214,10.99,18,110.6,21,99.6,20,4.01,51,9,20,15,0.5714285714285714
42,Miami FL,ACC,15.03,109.9,76,94.9,25,63.0,339,0.031,98,9.39,32,110.7,18,101.3,58,-4.48,286,8,21,12,0.6363636363636364
43,Middle Tennessee,CUSA,14.95,112.2,51,97.2,53,64.6,311,0.011,162,-0.93,154,104.4,158,105.3,165,3.86,54,12,31,5,0.8611111111111112
46,Maryland,B10,14.34,113.1,41,98.7,64,67.2,219,0.061,39,7.74,54,108.3,62,100.6,40,-1.1,188,6,24,9,0.7272727272727273
48,VCU,A10,14.07,110.1,72,96.0,41,68.8,134,0.026,113,3.65,81,105.8,93,102.2,73,0.91,128,10,26,9,0.7428571428571429
50,Virginia Tech,ACC,13.8,117.3,21,103.5,156,68.4,167,0.053,51,8.23,47,110.0,36,101.7,65,-7.98,342,9,22,11,0.6666666666666666
51,Seton Hall,BE,13.63,109.4,84,95.8,34,67.5,214,0.058,43,9.65,31,110.2,29,100.6,37,-2.11,218,9,21,12,0.6363636363636364
53,USC,P12,13.45,114.2,38,100.7,91,68.7,138,0.079,16,5.49,71,108.8,54,103.3,106,-3.37,255,11,26,10,0.7222222222222222
54,Nevada,MWC,13.31,114.6,36,101.3,101,69.7,90,0.055,45,1.29,105,104.5,155,103.2,104,-1.12,189,12,28,7,0.8
58,Princeton,Ivy,12.61,109.0,89,96.4,45,63.2,337,0.007,172,-1.08,157,103.9,187,105.0,144,2.17,86,12,23,7,0.7666666666666667
59,UNC Wilmington,CAA,12.46,118.0,19,105.5,193,70.3,67,0.039,76,0.4,128,105.1,123,104.7,139,2.17,87,12,29,6,0.8285714285714286
60,Providence,BE,12.43,108.5,101,96.0,40,66.2,270,0.014,152,7.9,52,109.1,49,101.2,54,-4.48,287,11,20,13,0.6060606060606061
63,Vermont,AE,11.67,111.1,62,99.4,73,64.5,315,0.053,53,-4.42,263,103.0,234,107.4,282,1.65,112,13,29,6,0.8285714285714286
67,East Tennessee St.,SC,11.1,108.0,106,96.9,48,70.1,74,0.005,179,-1.17,163,105.4,106,106.6,240,0.38,143,13,27,8,0.7714285714285715
76,Bucknell,Pat,9.38,109.7,78,100.3,83,70.0,83,0.006,174,-3.62,241,101.4,298,105.0,145,0.89,129,13,26,9,0.7428571428571429
84,New Mexico St.,WAC,7.89,110.5,70,102.6,124,67.9,195,0.063,35,-4.52,267,101.0,307,105.6,174,-4.82,295,14,28,6,0.8235294117647058
108,Florida Gulf Coast,ASun,5.07,109.4,83,104.4,168,65.9,280,0.037,83,-4.8,275,103.7,194,108.5,328,2.14,90,14,26,8,0.7647058823529411
113,Winthrop,BSth,4.53,106.1,144,101.6,103,71.1,47,0.029,104,-7.13,320,100.7,316,107.8,305,1.93,97,13,26,7,0.7878787878787878
117,Iona,MAAC,4.2,110.8,67,106.6,211,70.6,60,0.013,158,-1.94,191,103.7,193,105.7,179,-0.05,157,14,22,13,0.6285714285714286
137,Troy,SB,2.04,109.7,79,107.6,232,68.1,182,-0.023,246,-2.86,219,102.4,263,105.3,161,-6.78,334,15,22,15,0.5945945945945946
138,Northern Kentucky,Horz,1.91,106.8,130,104.9,178,68.0,189,0.073,22,-3.35,234,102.9,242,106.3,224,-2.55,228,15,24,11,0.6857142857142857
141,Kent St.,MAC,1.68,104.9,159,103.3,142,68.3,176,0.024,122,-1.92,188,104.4,160,106.3,225,-5.91,316,14,22,14,0.6111111111111112
157,Jacksonville St.,OVC,0.63,105.8,147,105.2,186,63.6,329,0.028,107,-1.68,183,104.2,167,105.9,197,0.61,134,15,20,15,0.5714285714285714
161,North Carolina Central,MEAC,0.36,102.2,214,101.9,109,66.7,254,-0.055,304,-12.44,348,97.7,348,110.1,347,-0.66,172,16,25,9,0.7352941176470589
168,North Dakota,BSky,0.04,103.6,188,103.5,157,71.5,35,0.048,61,-5.66,296,103.0,237,108.6,330,3.24,66,15,22,10,0.6875
178,New Orleans,Slnd,-0.52,101.3,235,101.8,107,66.2,272,0.046,67,-5.29,287,102.3,267,107.6,291,8.32,13,16,20,12,0.625
185,South Dakota St.,Sum,-1.19,110.2,71,111.4,303,67.2,222,0.029,101,-0.59,145,104.9,137,105.5,171,1.66,111,16,18,17,0.5142857142857142
209,Mount St. Mary's,NEC,-3.86,99.5,269,103.4,151,66.8,245,0.074,20,-4.49,266,102.0,277,106.5,236,11.52,6,16,20,16,0.5555555555555556
212,Texas Southern,SWAC,-4.04,103.5,189,107.5,228,68.6,146,0.125,2,-8.49,330,100.2,327,108.7,331,12.68,3,16,23,12,0.6571428571428571
218,UC Davis,BW,-4.41,97.8,293,102.2,115,68.9,125,0.131,1,-5.31,288,100.8,313,106.1,215,-0.94,181,16,23,13,0.6388888888888888
