NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
1,Gonzaga,WCC,30.95,120.7,3,89.7,10,72.5,5,-0.039,271,4.24,93,104.6,101,100.3,89,-2.88,248,1,28,4,0.875
2,Houston,Amer,27.7,116.8,10,89.1,8,63.6,338,-0.012,203,5.89,75,105.5,81,99.6,62,0.18,154,5,32,6,0.8421052631578947
3,Kansas,B12,27.49,119.2,6,91.7,17,69.3,65,0.041,88,12.6,1,108.0,20,95.4,1,4.13,49,1,34,6,0.85
4,Baylor,B12,27.04,118.0,8,91.0,13,67.4,163,0.004,163,10.96,13,107.4,36,96.5,7,-1.89,216,1,27,7,0.7941176470588235
5,Arizona,P12,25.96,118.6,7,92.6,21,72.2,9,0.048,75,6.45,70,105.9,70,99.5,58,-0.78,180,1,33,4,0.8918918918918919
6,Kentucky,SEC,25.72,120.0,5,94.3,36,67.5,150,-0.043,279,8.88,30,106.5,58,97.6,14,-2.72,242,2,26,8,0.7647058823529411
7,Texas Tech,B12,25.64,110.7,42,85.0,1,66.5,218,-0.031,247,10.98,12,107.8,26,96.8,9,-8.24,347,3,27,10,0.7297297297297297
8,Duke,ACC,25.15,121.1,1,95.9,49,67.3,172,-0.01,199,8.22,42,107.8,24,99.6,63,-4.58,288,2,32,7,0.8205128205128205
9,Tennessee,SEC,25.1,111.5,35,86.4,3,67.4,157,0.029,117,11.39,10,108.5,9,97.1,13,4.85,42,3,27,8,0.7714285714285715
10,Villanova,BE,24.56,117.5,9,92.9,23,62.3,347,0.06,58,11.46,9,109.1,6,97.6,15,8.65,14,2,30,8,0.7894736842105263
11,UCLA,P12,24.26,115.9,12,91.7,16,65.2,277,-0.029,245,8.5,39,107.2,43,98.7,38,3.67,64,4,27,8,0.7714285714285715
