NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
16,Clemson,ACC,22.03,114.0,35,91.9,15,68.0,78,-0.044,280,9.53,15,109.3,5,99.8,42,0.31,137,5,24,10,0.7058823529411765
17,Drake,MVC,21.46,120.0,4,98.5,76,62.9,262,0.011,145,4.89,88,105.5,101,100.6,65,0.11,142,5,28,5,0.8484848484848485
18,West Virginia,BE,21.29,114.6,27,93.3,23,63.8,228,-0.019,217,9.0,28,108.5,24,99.5,31,-1.98,210,7,26,11,0.7027027027027027
19,Michigan St.,B10,21.15,115.8,17,94.7,33,63.3,253,0.032,94,8.71,31,108.2,32,99.5,32,0.59,128,5,27,9,0.75
20,Butler,Horz,19.97,116.2,14,96.2,47,59.5,328,0.002,161,2.79,110,104.3,133,101.5,90,5.43,40,7,30,4,0.8823529411764706
21,Texas A&M,B12,19.93,112.3,46,92.3,17,61.8,295,0.004,159,8.28,37,107.4,51,99.1,20,-5.13,291,9,25,11,0.6944444444444444
22,Pittsburgh,BE,19.91,116.5,10,96.6,54,63.9,221,0.027,104,9.52,16,107.8,44,98.3,5,-1.69,197,4,27,10,0.7297297297297297
23,Arizona,P10,19.14,116.4,12,97.3,63,63.5,239,-0.079,326,12.72,1,110.3,1,97.6,1,8.75,12,10,19,15,0.5588235294117647
24,Notre Dame,BE,19.07,114.6,26,95.6,43,69.5,35,0.042,72,6.88,54,107.5,48,100.6,66,-7.02,314,5,25,8,0.7575757575757576
25,Gonzaga,WCC,19.05,114.5,30,95.5,41,65.9,140,-0.029,245,2.57,112,104.0,147,101.5,89,7.71,22,7,25,8,0.7575757575757576
26,Kansas St.,B12,18.9,114.2,34,95.3,40,69.7,33,-0.049,290,9.09,27,108.0,38,98.9,14,-2.73,237,11,21,12,0.6363636363636364
27,Connecticut,BE,18.9,115.2,22,96.3,49,67.1,101,-0.001,170,7.67,45,107.7,45,100.0,49,-1.27,179,4,24,9,0.7272727272727273
28,USC,P10,18.67,110.5,59,91.9,13,65.2,166,-0.005,184,11.18,3,109.7,2,98.5,8,0.4,134,6,21,12,0.6363636363636364
29,Indiana,B10,18.43,114.6,29,96.1,44,66.2,134,0.037,85,6.28,64,106.6,75,100.3,59,-2.3,219,8,25,8,0.7575757575757576
30,Purdue,B10,18.3,110.5,60,92.2,16,66.9,107,-0.025,234,6.41,62,106.2,86,99.7,36,-3.61,265,6,25,9,0.7352941176470589
33,Mississippi St.,SEC,16.77,108.2,92,91.5,11,66.6,117,-0.043,278,6.22,66,108.1,35,101.8,98,-1.48,187,8,23,11,0.6764705882352942
35,BYU,MWC,15.76,107.4,112,91.7,12,67.8,83,0.027,106,1.47,129,104.2,139,102.7,139,-4.23,276,8,27,8,0.7714285714285715
36,Oregon,P10,15.66,118.8,5,103.1,160,65.8,144,-0.035,259,10.56,5,108.9,14,98.4,6,0.11,143,9,18,14,0.5625
37,Miami FL,ACC,15.38,112.5,44,97.1,61,65.8,145,-0.003,176,7.78,44,106.7,70,98.9,16,-5.55,296,7,23,11,0.6764705882352942
40,Arkansas,SEC,15.19,111.4,53,96.2,48,66.5,119,0.008,153,7.19,52,108.4,25,101.2,82,-0.61,164,9,23,12,0.6571428571428571
41,Baylor,B12,14.82,115.7,19,100.9,113,70.1,24,-0.028,242,7.58,46,106.9,64,99.3,25,-4.83,286,11,21,11,0.65625
42,Saint Mary's,WCC,14.66,109.2,76,94.6,32,66.4,124,0.03,96,0.11,151,103.4,174,103.3,153,2.34,88,10,25,7,0.78125
43,Western Kentucky,SB,14.6,111.9,48,97.3,62,68.2,69,-0.021,219,-0.85,172,103.3,176,104.2,174,1.69,100,12,29,7,0.8055555555555556
44,Oklahoma,B12,14.47,109.5,74,95.1,37,63.1,256,0.077,23,9.45,18,108.3,30,98.9,15,-0.55,161,6,23,12,0.6571428571428571
45,Saint Joseph's,A10,14.32,115.1,25,100.8,110,64.0,216,-0.069,318,5.81,73,106.9,63,101.1,78,1.34,114,11,21,13,0.6176470588235294
46,Villanova,BE,14.21,109.2,75,95.0,35,68.1,74,0.037,84,9.14,25,108.9,15,99.8,38,-2.4,222,12,22,13,0.6285714285714286
48,UNLV,MWC,13.71,110.2,67,96.5,51,63.9,223,0.081,21,3.1,108,104.3,131,101.2,81,-0.86,171,8,27,8,0.7714285714285715
55,Kent St.,MAC,13.04,107.8,105,94.8,34,65.1,171,0.075,26,1.03,140,103.5,166,102.5,127,-0.11,151,9,28,7,0.8
56,Vanderbilt,SEC,12.65,112.3,47,99.6,88,68.2,67,0.11,5,5.2,86,107.4,49,102.2,118,-1.7,198,4,26,8,0.7647058823529411
57,Temple,A10,12.37,112.8,41,100.4,102,63.6,233,-0.018,213,6.08,70,107.4,53,101.3,85,3.73,64,12,21,13,0.6176470588235294
65,South Alabama,SB,11.8,112.6,42,100.8,111,64.8,178,-0.002,174,-2.07,194,103.1,182,105.2,219,0.9,121,10,26,7,0.7878787878787878
77,Oral Roberts,Sum,10.27,104.7,153,94.5,31,63.6,236,0.032,95,-0.01,156,105.4,103,105.4,228,8.75,11,13,24,9,0.7272727272727273
78,Kentucky,SEC,10.01,107.8,104,97.8,67,62.4,282,0.01,147,6.74,57,107.4,50,100.7,67,-3.13,249,11,18,13,0.5806451612903226
80,George Mason,CAA,9.68,110.7,58,101.0,117,61.6,300,-0.01,196,-0.57,166,102.6,203,103.2,150,2.28,89,12,23,11,0.6764705882352942
88,Cal St. Fullerton,BW,8.47,112.3,45,103.9,176,71.6,12,-0.01,195,-3.95,236,101.5,243,105.5,230,-3.01,244,14,24,9,0.7272727272727273
91,Georgia,SEC,8.08,104.3,166,96.2,45,64.7,183,-0.032,253,7.55,47,108.5,22,101.0,75,-4.1,274,14,17,17,0.5
93,Siena,MAAC,7.99,108.6,86,100.7,107,67.6,86,0.036,87,-1.41,186,104.1,144,105.5,232,3.69,65,13,23,11,0.6764705882352942
104,Winthrop,BSth,6.38,99.5,232,93.1,20,61.6,298,-0.0,167,-1.01,175,105.1,106,106.1,267,7.81,19,13,22,12,0.6470588235294118
112,Portland St.,BSky,5.4,108.6,87,103.2,161,66.3,126,0.062,41,-3.5,232,102.7,202,106.2,271,3.95,60,16,23,10,0.696969696969697
120,San Diego,WCC,4.64,101.6,198,97.0,59,63.0,260,0.045,65,1.43,131,104.3,125,102.9,144,2.61,80,13,22,14,0.6111111111111112
123,Cornell,Ivy,4.41,110.1,69,105.7,206,67.9,80,0.086,15,-6.93,298,99.1,314,106.0,257,-3.59,264,14,22,6,0.7857142857142857
126,Boise St.,WAC,3.89,108.7,84,104.8,191,70.7,19,0.085,17,-2.64,212,103.3,177,105.9,252,-3.36,256,14,25,9,0.7352941176470589
127,UMBC,AE,3.86,113.2,39,109.3,282,63.7,230,0.057,46,-4.31,241,100.7,274,105.0,207,2.68,79,15,24,9,0.7272727272727273
129,Belmont,ASun,3.53,109.7,71,106.2,216,68.6,53,0.075,25,-5.21,262,100.9,265,106.1,268,0.51,133,15,25,9,0.7352941176470589
150,American,Pat,1.67,107.9,102,106.3,218,60.4,319,0.045,66,-4.23,240,99.9,295,104.1,173,-2.17,216,15,21,12,0.6363636363636364
168,Austin Peay,OVC,-0.3,104.6,159,104.9,195,65.5,155,0.086,16,-6.35,291,102.5,204,108.8,333,5.19,42,15,24,11,0.6857142857142857
173,Mount St. Mary's,NEC,-1.32,99.3,233,100.6,106,66.1,138,0.014,135,-5.35,265,101.6,241,106.9,295,-0.05,148,16,19,15,0.5588235294117647
180,UT Arlington,Slnd,-2.31,101.3,202,103.6,170,68.6,57,0.045,64,-4.81,253,99.5,304,104.3,182,-5.9,301,16,21,12,0.6363636363636364
298,Coppin St.,MEAC,-14.41,92.4,321,106.8,230,62.9,261,0.065,36,-7.38,306,98.1,321,105.5,229,7.87,18,16,16,21,0.43243243243243246
306,Mississippi Valley St.,SWAC,-15.21,91.9,323,107.1,236,63.0,259,0.115,3,-11.0,332,96.7,331,107.7,315,13.04,4,16,17,16,0.5151515151515151
