NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
42,UNC Wilmington,CAA,14.77,107.2,93,92.4,20,62.6,270,-0.006,183,1.59,126,103.6,145,102.0,131,0.11,153,9,25,8,0.7575757575757576
43,George Washington,A10,14.67,110.3,52,95.6,48,71.2,12,0.106,7,-1.23,184,101.1,237,102.4,139,-15.01,333,8,27,3,0.9
45,Oklahoma,B12,13.99,113.0,26,99.0,95,62.4,278,0.049,52,6.16,60,105.5,69,99.3,46,-0.61,166,6,20,9,0.6896551724137931
47,California,P10,13.68,110.5,49,96.8,68,61.9,293,0.021,110,7.59,40,106.8,41,99.3,44,-0.77,172,7,20,11,0.6451612903225806
48,Southern Illinois,MVC,13.6,102.9,166,89.3,5,60.7,311,0.032,88,5.81,69,103.6,144,97.8,7,0.44,143,11,22,11,0.6666666666666666
50,Syracuse,BE,13.15,110.0,60,96.8,67,68.3,63,0.077,24,8.71,22,107.5,28,98.8,29,-3.79,251,5,23,12,0.6571428571428571
52,San Diego St.,MWC,12.78,112.8,29,100.0,114,66.1,130,-0.001,170,2.27,109,103.7,136,101.5,112,-2.2,216,11,24,9,0.7272727272727273
54,Xavier,A10,12.73,110.9,48,98.2,86,65.3,163,-0.065,298,1.91,117,103.6,148,101.6,117,-3.38,244,14,21,11,0.65625
56,UAB,CUSA,12.65,109.1,71,96.5,59,68.5,53,0.058,45,1.51,129,101.8,215,100.3,77,0.98,127,9,24,7,0.7741935483870968
58,Bucknell,Pat,12.56,105.7,119,93.1,22,61.8,294,0.092,13,-3.17,214,100.2,265,103.4,167,7.18,32,9,27,5,0.84375
60,Alabama,SEC,12.48,112.8,28,100.3,118,63.4,249,0.005,153,9.21,14,107.7,25,98.4,17,1.6,115,10,18,13,0.5806451612903226
62,Milwaukee,Horz,11.86,108.3,76,96.5,58,67.7,77,0.017,124,1.54,128,104.9,90,103.4,164,4.95,51,11,22,9,0.7096774193548387
65,Iona,MAAC,11.33,109.7,65,98.4,90,69.6,34,0.024,105,0.66,145,106.0,61,105.3,247,3.83,61,13,23,8,0.7419354838709677
68,Pacific,BW,10.87,109.8,63,99.0,94,62.8,262,0.01,142,-1.99,199,102.7,180,104.7,211,0.54,139,13,24,8,0.75
69,Utah St.,WAC,10.86,113.4,20,102.6,155,60.9,309,0.026,101,1.59,127,102.8,177,101.2,99,-2.41,222,12,23,9,0.71875
70,Kent St.,MAC,10.54,108.3,77,97.8,82,65.7,142,0.017,123,0.67,144,103.2,165,102.5,142,-1.52,198,12,25,9,0.7352941176470589
73,Winthrop,BSth,10.27,104.4,141,94.2,31,64.0,232,-0.027,231,-5.29,258,102.1,203,107.4,317,8.15,23,15,23,8,0.7419354838709677
84,South Alabama,SB,9.28,109.1,72,99.9,113,65.7,140,0.056,47,-2.51,207,100.8,243,103.3,162,-3.47,246,14,24,7,0.7741935483870968
86,Seton Hall,BE,9.06,106.5,107,97.4,77,65.7,138,0.086,17,6.93,47,106.0,58,99.1,40,-1.81,206,10,18,12,0.6
87,Montana,BSky,8.95,111.6,39,102.7,161,66.2,127,0.056,50,-0.62,173,103.6,146,104.2,193,-0.71,170,12,24,7,0.7741935483870968
89,Murray St.,OVC,8.56,104.5,140,96.0,51,63.2,256,0.01,143,-5.31,259,102.3,196,107.6,320,4.32,55,14,24,7,0.7741935483870968
93,Northwestern St.,Slnd,7.51,106.6,105,99.1,98,67.6,79,0.016,128,-1.45,190,102.2,201,103.6,173,10.25,9,14,26,8,0.7647058823529411
97,Penn,Ivy,7.3,101.8,188,94.5,34,64.3,220,-0.03,238,-5.06,254,100.0,272,105.0,227,1.85,102,15,20,9,0.6896551724137931
112,Oral Roberts,MCon,5.7,107.1,95,101.4,134,66.9,105,-0.035,252,-3.45,219,102.8,174,106.2,289,6.88,36,16,21,12,0.6363636363636364
122,Davidson,SC,4.86,109.9,61,105.0,199,66.0,132,-0.025,223,-3.3,217,101.4,227,104.7,213,9.24,17,15,20,11,0.6451612903225806
138,Albany,AE,2.63,106.2,112,103.6,180,63.8,236,0.027,99,-5.65,265,99.6,277,105.3,245,0.12,151,16,21,11,0.65625
164,Monmouth,NEC,-0.68,95.8,278,96.4,57,64.6,202,0.018,120,-3.55,221,101.2,235,104.7,215,4.12,58,16,19,15,0.5588235294117647
165,Belmont,ASun,-0.73,107.1,94,107.8,257,69.1,42,0.024,108,-8.62,311,99.7,275,108.4,326,5.97,42,15,20,11,0.6451612903225806
197,Southern,SWAC,-3.4,96.2,274,99.6,106,64.8,185,0.081,19,-7.68,301,96.6,323,104.3,196,13.07,5,16,19,13,0.59375
271,Hampton,MEAC,-10.4,91.9,314,102.3,151,68.5,55,-0.057,289,-14.27,334,93.3,334,107.6,322,-8.98,321,16,16,16,0.5
