NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
101,Charleston,CAA,7.52,113.9,53,106.4,179,70.3,51,0.047,71,-1.68,211,105.9,185,107.5,249,-0.38,206,13,27,8,0.7714285714285715
104,Vermont,AE,6.61,106.5,170,99.9,61,63.3,350,0.078,26,-2.2,226,104.7,254,106.9,211,2.3,120,13,28,7,0.8
106,UAB,Amer,6.49,113.7,56,107.2,198,67.8,158,0.102,13,4.78,100,108.9,97,104.2,103,1.94,131,12,23,12,0.6571428571428571
116,Morehead St.,OVC,5.15,109.1,123,104.0,129,64.3,337,0.043,81,-5.27,312,103.6,289,108.9,325,7.73,25,14,26,9,0.7428571428571429
122,Akron,MAC,4.58,106.8,164,102.2,98,66.0,271,0.008,169,-1.43,206,105.7,192,107.2,220,6.16,45,14,24,11,0.6857142857142857
131,Oakland,Horz,3.73,109.3,114,105.6,161,66.5,248,0.077,28,-0.08,166,107.6,122,107.7,254,9.87,14,14,24,12,0.6666666666666666
135,Western Kentucky,CUSA,2.9,105.4,193,102.5,103,75.3,1,-0.036,275,-2.07,220,104.0,279,106.1,166,-3.0,270,15,22,12,0.6470588235294118
138,South Dakota St.,Sum,2.69,108.8,128,106.1,175,68.0,153,-0.013,218,-2.05,219,105.7,196,107.7,260,2.76,109,15,22,13,0.6285714285714286
150,Colgate,Pat,1.5,104.8,205,103.3,117,66.4,255,0.068,40,-6.51,333,102.3,318,108.8,320,6.36,42,14,25,10,0.7142857142857143
161,Longwood,BSth,0.35,105.5,191,105.2,151,66.9,228,-0.005,199,-3.4,260,104.7,252,108.1,280,-6.8,342,16,21,14,0.6
165,Long Beach St.,BW,-0.25,107.3,154,107.5,203,71.5,24,0.053,59,-0.3,177,105.2,225,105.5,143,1.29,151,15,21,15,0.5833333333333334
201,Saint Peter's,MAAC,-3.03,98.4,306,101.4,87,64.1,339,0.041,88,-3.95,279,102.8,306,106.8,202,0.54,174,15,19,14,0.5757575757575758
220,Stetson,ASun,-4.51,109.8,106,114.3,341,66.5,252,0.145,3,-2.86,245,105.7,193,108.6,308,4.58,75,16,22,13,0.6285714285714286
223,Montana St.,BSky,-4.65,103.5,225,108.2,215,69.0,97,-0.009,208,-3.58,266,105.1,231,108.7,319,0.08,195,16,17,18,0.4857142857142857
259,Grambling St.,SWAC,-7.09,100.1,287,107.2,197,64.8,324,0.139,5,-4.42,291,101.9,331,106.3,173,15.0,4,16,21,15,0.5833333333333334
275,Howard,MEAC,-8.38,105.6,190,113.9,334,67.8,159,0.011,156,-7.02,340,100.6,349,107.6,253,-0.13,202,16,18,17,0.5142857142857142
292,Wagner,NEC,-10.0,96.4,330,106.4,177,61.6,361,0.043,82,-7.47,346,100.8,348,108.3,287,-1.22,232,16,17,16,0.5151515151515151
