NetRtg.Rk,Team,Conf,NetRtg,ORtg,ORtg.Rk,DRtg,DRtg.Rk,AdjT,AdjT.Rk,Luck,Luck.Rk,SOS.NetRtg,SOS.NetRtg.Rk,SOS.ORtg,SOS.ORtg.Rk,SOS.DRtg,SOS.DRtg.Rk,NCSOS.NetRtg,NCSOS.NetRk,Seed,W,L,WinPct
11,Wichita St.,MVC,22.36,116.1,11,93.8,26,65.7,134,-0.017,213,3.97,78,105.1,73,101.2,92,3.5,71,5,27,6,0.8181818181818182
12,Memphis,CUSA,21.9,114.2,22,92.3,17,67.5,60,-0.064,307,5.1,62,104.9,78,99.8,41,6.96,22,8,26,9,0.7428571428571429
13,Baylor,B12,21.29,116.0,13,94.7,34,65.6,138,0.059,40,9.61,7,108.1,10,98.5,8,-2.7,236,3,30,8,0.7894736842105263
14,Saint Louis,A10,21.2,111.9,34,90.7,12,61.9,303,-0.056,301,4.36,71,105.0,76,100.6,69,-2.55,231,9,26,8,0.7647058823529411
15,Georgetown,BE,21.05,111.2,45,90.1,9,62.1,294,-0.014,202,8.32,18,107.3,22,99.0,18,-1.04,188,3,24,9,0.7272727272727273
16,Vanderbilt,SEC,20.9,115.6,14,94.7,35,64.7,188,-0.048,280,8.48,13,107.7,14,99.2,24,3.03,79,5,25,11,0.6944444444444444
17,Louisville,BE,20.67,106.2,112,85.5,1,66.1,115,0.031,91,10.06,5,108.6,5,98.6,9,0.11,149,4,30,10,0.75
18,Marquette,BE,20.22,111.5,40,91.3,14,70.0,15,0.042,67,8.24,20,106.6,39,98.3,6,-0.95,187,3,27,8,0.7714285714285715
19,Duke,ACC,19.7,117.7,8,98.0,79,66.4,108,0.057,45,8.18,22,107.3,25,99.1,23,7.68,17,2,27,7,0.7941176470588235
20,New Mexico,MWC,19.45,110.8,51,91.4,15,65.5,141,0.003,165,2.65,106,103.9,122,101.3,100,-4.16,273,5,28,7,0.8
21,Gonzaga,WCC,18.39,113.1,30,94.7,33,64.8,183,-0.018,218,2.08,116,104.9,81,102.8,158,1.05,126,7,26,7,0.7878787878787878
22,Michigan,B10,17.52,114.3,19,96.8,56,60.1,330,0.058,42,10.65,2,109.0,2,98.3,4,-0.11,161,4,24,10,0.7058823529411765
23,Kansas St.,B12,17.52,109.8,59,92.3,18,66.5,97,-0.024,231,7.98,28,107.0,28,99.1,21,-3.29,251,8,22,11,0.6666666666666666
24,Florida St.,ACC,17.14,107.6,89,90.4,10,66.6,95,0.034,80,7.54,29,106.9,33,99.4,26,0.82,132,3,25,10,0.7142857142857143
25,Belmont,ASun,16.96,117.1,9,100.1,121,67.2,72,-0.017,214,-0.32,162,103.4,148,103.7,182,4.69,44,14,27,8,0.7714285714285715
26,Iowa St.,B12,16.69,113.9,24,97.2,66,65.8,128,-0.004,184,7.22,32,107.0,30,99.8,39,-4.08,271,8,23,11,0.6764705882352942
27,Alabama,SEC,16.69,106.1,115,89.5,6,61.9,302,-0.067,314,7.07,35,107.4,18,100.3,57,3.98,62,9,21,12,0.6363636363636364
28,Creighton,MVC,16.47,119.2,5,102.7,166,65.9,125,0.079,20,3.79,84,104.9,79,101.1,87,-0.47,173,8,29,6,0.8285714285714286
29,California,P12,16.37,111.3,43,94.9,38,65.7,135,-0.007,192,3.61,89,104.5,98,100.9,79,-1.83,210,12,24,10,0.7058823529411765
30,Purdue,B10,16.25,116.2,10,99.9,114,64.3,204,-0.003,179,8.81,8,108.4,9,99.6,32,-2.64,234,10,22,13,0.6285714285714286
31,Cincinnati,BE,16.03,109.5,62,93.5,22,62.9,272,0.023,115,6.9,39,105.7,61,98.8,10,-9.17,338,6,26,11,0.7027027027027027
32,Texas,B12,15.9,112.9,31,97.0,64,64.9,176,-0.065,311,8.45,14,107.8,11,99.4,27,-1.52,198,11,20,14,0.5882352941176471
33,Virginia,ACC,15.85,105.2,133,89.3,5,59.3,339,-0.024,237,4.05,76,105.0,75,101.0,82,-5.7,308,10,22,10,0.6875
34,Saint Mary's,WCC,15.48,114.3,20,98.8,91,63.4,258,0.036,78,0.17,150,104.1,116,103.9,192,-2.17,217,7,27,6,0.8181818181818182
35,Murray St.,OVC,15.34,108.5,80,93.2,20,65.0,172,0.031,92,-2.34,209,102.9,162,105.2,269,3.63,69,6,31,2,0.9393939393939394
36,Long Beach St.,BW,15.27,111.7,38,96.4,53,66.4,109,-0.047,274,1.25,127,104.0,118,102.8,156,14.84,2,12,25,9,0.7352941176470589
37,UNLV,MWC,14.97,109.2,67,94.2,27,68.7,31,0.006,158,3.54,91,104.5,100,100.9,80,-0.24,164,6,26,9,0.7428571428571429
38,Connecticut,BE,14.53,111.3,42,96.8,57,63.0,270,-0.032,255,8.25,19,107.3,21,99.1,22,-0.46,172,9,20,14,0.5882352941176471
39,Temple,A10,14.49,113.3,28,98.9,92,65.9,126,0.055,47,6.1,45,106.5,40,100.4,59,6.2,27,5,24,8,0.75
41,Harvard,Ivy,14.34,108.8,72,94.4,29,60.7,325,0.027,99,-0.87,175,101.4,245,102.2,134,0.65,138,12,26,5,0.8387096774193549
42,Notre Dame,BE,14.22,110.9,50,96.7,55,60.2,329,0.032,87,6.94,37,106.4,42,99.4,28,-4.28,277,7,22,12,0.6470588235294118
43,N.C. State,ACC,14.22,112.1,32,97.9,78,67.0,83,-0.004,183,6.22,43,105.9,53,99.7,36,1.18,119,11,24,13,0.6486486486486487
44,West Virginia,BE,13.56,111.4,41,97.9,77,64.0,226,-0.019,221,8.32,17,107.3,24,99.0,17,2.04,96,10,19,14,0.5757575757575758
46,VCU,CAA,13.45,106.9,96,93.5,23,65.0,173,0.024,109,0.53,143,101.9,213,101.4,105,1.9,99,12,29,7,0.8055555555555556
48,South Florida,BE,13.13,103.9,151,90.8,13,58.5,343,0.04,72,8.17,23,107.2,26,99.0,20,1.27,116,12,22,14,0.6111111111111112
50,BYU,WCC,12.79,106.3,111,93.5,21,72.6,5,0.02,123,1.31,125,105.1,72,103.8,188,0.38,145,14,26,9,0.7428571428571429
53,Xavier,A10,12.59,108.7,74,96.1,49,66.4,104,0.031,89,7.24,31,107.4,20,100.1,48,4.56,47,10,23,13,0.6388888888888888
54,Iona,MAAC,12.26,115.5,15,103.2,181,70.0,17,-0.011,197,-1.04,178,102.6,177,103.7,181,4.87,42,14,25,8,0.7575757575757576
57,Ohio,MAC,11.88,106.6,102,94.7,32,66.0,121,0.022,116,0.8,139,103.6,135,102.8,157,-2.97,242,13,29,8,0.7837837837837838
60,St. Bonaventure,A10,11.78,110.6,53,98.9,93,63.0,269,-0.024,235,3.83,83,104.9,83,101.1,84,0.1,150,14,20,12,0.625
61,South Dakota St.,Sum,11.62,113.7,26,102.1,152,64.8,182,0.03,93,-1.92,198,103.2,152,105.1,259,2.04,97,14,27,8,0.7714285714285715
65,New Mexico St.,WAC,11.22,109.3,65,98.1,81,69.4,23,-0.041,266,-0.88,176,103.4,144,104.3,213,-0.87,185,13,26,10,0.7222222222222222
66,San Diego St.,MWC,11.16,107.0,95,95.8,44,65.8,130,0.059,39,3.33,94,104.8,84,101.5,109,-3.76,259,6,26,8,0.7647058823529411
68,Southern Miss,CUSA,10.83,111.2,44,100.4,125,63.8,238,0.041,68,4.41,69,104.7,90,100.3,51,2.32,90,9,25,9,0.7352941176470589
71,Davidson,SC,10.65,112.0,33,101.4,141,67.4,65,0.008,151,-3.0,230,101.5,239,104.5,229,8.78,11,13,25,8,0.7575757575757576
79,Lehigh,Pat,9.29,108.6,76,99.3,96,67.6,56,-0.026,239,-5.57,300,100.3,293,105.8,295,-5.17,299,15,27,8,0.7714285714285715
81,Colorado,P12,8.89,104.8,137,95.9,46,65.1,170,0.081,19,5.35,59,105.7,57,100.4,58,0.06,154,11,24,12,0.6666666666666666
88,Colorado St.,MWC,8.17,111.9,35,103.7,189,63.6,250,0.075,21,4.39,70,104.7,87,100.3,56,0.85,131,11,20,12,0.625
104,Montana,BSky,6.76,103.7,155,96.9,63,64.2,211,0.064,31,-5.3,294,102.5,183,107.8,344,-0.72,181,13,25,7,0.78125
108,Lamar,Slnd,6.33,107.6,88,101.3,138,66.0,123,-0.028,246,-3.98,252,99.4,310,103.4,173,5.21,37,16,23,12,0.6571428571428571
114,UNC Asheville,BSth,5.5,110.4,55,104.9,219,68.2,39,-0.001,173,-4.12,261,101.8,221,105.9,303,7.91,16,16,24,10,0.7058823529411765
115,Detroit,Horz,5.48,108.1,82,102.6,164,67.1,76,-0.008,193,0.35,144,102.2,202,101.8,120,1.14,120,15,22,14,0.6111111111111112
118,Vermont,AE,5.17,105.3,131,100.1,119,61.9,300,-0.024,236,-5.44,296,99.1,319,104.6,232,-1.55,201,16,24,12,0.6666666666666666
129,Loyola MD,MAAC,3.91,103.9,150,100.0,116,63.6,251,0.114,6,-2.7,223,101.8,224,104.5,227,-0.69,180,15,24,9,0.7272727272727273
162,LIU Brooklyn,NEC,0.75,108.7,75,107.9,272,73.4,2,0.117,5,-5.25,291,99.8,306,105.0,256,-2.27,225,16,25,9,0.7352941176470589
183,Norfolk St.,MEAC,-1.82,100.9,211,102.7,165,66.6,93,0.189,1,-6.31,313,100.3,292,106.6,324,1.39,112,15,26,10,0.7222222222222222
193,Western Kentucky,SB,-2.67,97.8,264,100.5,127,67.9,47,0.083,18,-0.0,156,102.3,198,102.3,140,2.63,87,16,16,19,0.45714285714285713
237,Mississippi Valley St.,SWAC,-6.3,98.0,260,104.2,200,68.9,29,0.125,3,-8.67,336,96.5,337,105.2,268,14.37,3,16,21,13,0.6176470588235294
